naam;kvk;rechtsvorm;straat;huisnummer;huisnummertoevoeging;postcode;woonplaatsnaam;landnaam;zaanvadresinfo;locatienaam;lomschrijving;vestigingsnummer;lstraat;lhuisnummer;lhuisnummertoevoeging;lpostcode;lwoonplaatsnaam;llandnaam;laanvadresinfo;iswzdacco;iswvggzaco;iswzdamb;isawvggzmb;aantekeningingang;aantekeningeinde;isbopz;zvvochtvoedingmedicatie;zvbeperkenbewegingsvrijheid;zvinsluiten;zvtoezicht;zvonderzoekkledinglichaam;zvonderzoekwoonruimte;zvcontrolerenmiddelen;zvbeperkeneigenleven;zvbeperkenbezoek;zvtijdelijkverblijf
Catharina Stichting;24319534;stichting;Slagveld;37;;3230 AD;Brielle;Nederland;;De Duinpan;;;Briggemandreef;80;;3235 DZ;Rockanje;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Catharina Stichting;24319534;stichting;Slagveld;37;;3230 AD;Brielle;Nederland;;De Duinpan;;;Briggemandreef;82;;3235 DZ;Rockanje;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Catharina Stichting;24319534;stichting;Slagveld;37;;3230 AD;Brielle;Nederland;;De Duinpan;;;Briggemandreef;84;;3235 DZ;Rockanje;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Catharina Stichting;24319534;stichting;Slagveld;37;;3230 AD;Brielle;Nederland;;De Duinpan;;;Briggemandreef;86;;3235 DZ;Rockanje;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Catharina Stichting;24319534;stichting;Slagveld;37;;3230 AD;Brielle;Nederland;;De Duinpan;;;Briggemandreef;88;;3235 DZ;Rockanje;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Catharina Stichting;24319534;stichting;Slagveld;37;;3230 AD;Brielle;Nederland;;De Duinpan;;;Briggemandreef;90;;3235 DZ;Rockanje;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Catharina Stichting;24319534;stichting;Slagveld;37;;3230 AD;Brielle;Nederland;;De Duinpan;;;Briggemandreef;92;;3235 DZ;Rockanje;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
Catharina Stichting;24319534;stichting;Slagveld;37;;3230 AD;Brielle;Nederland;;De Duinpan;;;Briggemandreef;94;;3235 DZ;Rockanje;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Gennep, woonhuis Huize Pennings;;;Genneperweg;171;;5644 RS;Eindhoven;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Gennep, woonhuis Nieuw Gennep;;;Genneperweg;171;a;5644 RS;Eindhoven;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Gennep, woonhuis Voermanshuis;;;Genneperweg;142;;5644 RT;Eindhoven;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Sterrenboom/Eenhoorn;;;Gemertseweg;54;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Sterrenboom/Eenhoorn;;;Gemertseweg;56;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Sterrenboom/Eenhoorn;;;Gemertseweg;58;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Sterrenboom/Eenhoorn;;;Gemertseweg;60;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Baldur/Willehelm;;;Gemertseweg;62;a;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Baldur/Willehelm;;;Gemertseweg;62;b;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Baldur/Willehelm;;;Gemertseweg;64;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Baldur/Willehelm;;;Gemertseweg;66;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Baldur/Willehelm;;;Gemertseweg;68;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Koetshuis;;;Gemertseweg;70;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Koetshuis;;;Gemertseweg;72;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Peronniek/Bolthorn;;;Gemertseweg;74;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Peronniek/Bolthorn;;;Gemertseweg;76;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Peronniek/Bolthorn;;;Gemertseweg;78;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Peronniek/Bolthorn;;;Gemertseweg;80;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Tom Fiedlerhuis/Cassiopeia;;;Gemertseweg;82;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Tom Fiedlerhuis/Cassiopeia;;;Gemertseweg;84;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Tom Fiedlerhuis/Cassiopeia;;;Gemertseweg;86;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Tom Fiedlerhuis/Cassiopeia;;;Gemertseweg;88;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Kaan/Regenboog/Gawein;;;Gemertseweg;90;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Kaan/Regenboog/Gawein;;;Gemertseweg;92;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Kaan/Regenboog/Gawein;;;Gemertseweg;96;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Ekster/Zwaan;;;Gemertseweg;98;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Parcival (Elsa, Helias, Kardeis);;;Gemertseweg;107;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Avalon;;;Gemertseweg;108;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Avalon;;;Gemertseweg;110;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Veerman;;;Gemertseweg;114;;5841 CE;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Ard Lea;;;Tweede Stichting;20;;5841 DB;Oploo;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Verbinding;;;Kleine Beekstraat;2;a;5845 AG;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Verbinding;;;Kleine Beekstraat;2;b;5845 AG;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Verbinding;;;Kleine Beekstraat;2;c;5845 AG;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Verbinding;;;Kleine Beekstraat;2;d;5845 AG;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Wieland;;;Hoefstraat;11;;5845 BB;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Wieland;;;Hoefstraat;13;;5845 BB;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Wieland;;;Hoefstraat;15;;5845 BB;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Wieland;;;Hoefstraat;17;;5845 BB;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Wieland;;;Hoefstraat;19;;5845 BB;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Wieland;;;Hoefstraat;21;;5845 BB;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Zevensprong;;;Wim Verschuerenstraat;13;;5845 BE;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Zevensprong;;;Wim Verschuerenstraat;15;;5845 BE;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Markant;;;Lepelstraat;2;;5845 BJ;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Markant;;;Lepelstraat;2;a;5845 BJ;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Markant;;;Lepelstraat;2;b;5845 BJ;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Markant;;;Lepelstraat;2;c;5845 BJ;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Markant;;;Lepelstraat;2;d;5845 BJ;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Antonideshuis;;;Zandseveldweg;47;;5845 CG;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Antonideshuis;;;Zandseveldweg;49;;5845 CG;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis Antonideshuis;;;Zandseveldweg;51;;5845 CG;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Bron;;;Harrie van de Bergstraat;10;;5845 HE;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Bron;;;Harrie van de Bergstraat;12;;5845 HE;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Bronlaak, woonhuis De Bron;;;Harrie van de Bergstraat;14;;5845 HE;Sint Anthonis;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Elivagar, wonen Lvg;;;Bergerweg;23;d;6085 AS;Horn;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Elivagar, woonhuis Pastoor Hanraetstraat;;;Pastoor Hanraetstraat;1;;6088 EH;Roggel;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Elivagar, woonhuis Pastoor Hanraetstraat;;;Pastoor Hanraetstraat;3;;6088 EH;Roggel;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Elivagar, woonhuis De Berk;;;Koppelstraat;17;b;6088 EM;Roggel;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Elivagar, woonhuis De Kastanje;;;Koppelstraat;17;a;6088 EM;Roggel;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Elivagar, woonhuis De Lariks;;;Koppelstraat;17;c;6088 EM;Roggel;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Elivagar, woonhuis Hazelaar;;;Koppelstraat;17;;6088 EM;Roggel;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Elivagar, woonhuis De Linde;;;Koppelstraat;21;;6088 EM;Roggel;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie de Corisberg, woongroep Hoeve Corisberg;;;Corisberg;1;;6416 HJ;Heerlen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie de Corisberg, woongroep Hoeve Corisberg;;;Corisberg;2;;6416 HJ;Heerlen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie de Corisberg, woongroep Hoeve Corisberg;;;Corisberg;3;;6416 HJ;Heerlen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie de Corisberg, woongroep Hoeve Corisberg;;;Corisberg;4;;6416 HJ;Heerlen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie de Corisberg, woongroep Hoeve Corisberg;;;Corisberg;5;;6416 HJ;Heerlen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie de Corisberg, woonhuis Villa Terwinselen;;;Mariastraat;2;;6467 EG;Kerkrade;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;a;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;b;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;c;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;d;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;e;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;f;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;g;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;h;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;i;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;j;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;k;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;l;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;m;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis Helios;;;Loverendale;10;n;7207 PG;Zutphen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Verdandi, woonhuis De Groote Modderkolk;;;Vrijenbergweg;24;a;7371 AA;Loenen;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Overkempe, woonhuis Koetshuis;;;Averbergen;55;a;8121 CA;Olst;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
DeSeizoenen B.V.;53999533;beslotenVennootschap;Gemertseweg;36;;5845 ZG;Sint Anthonis;Nederland;;DeSeizoenen locatie Overkempe, woonhuis Koetshuis;;;Averbergen;55;b;8121 CA;Olst;Nederland;;ja;;;;1-1-2020;;ja;;;;;;;;;;
