"naam";"kvk";"rechtsvorm";"straat";"huisnummer";"huisletter";"huisnummerToevoeging";"postcode";"woonplaatsnaam";"landnaam";"zaanvadresinfo";"locatienaam";"lomschrijving";"vestigingsnummer";"lstraat";"lhuisnummer";"lhuisletter";"lhuisnummerToevoeging";"lpostcode";"lwoonplaatsnaam";"llandnaam";"laanvadresinfo";"isaccommodatie";"iswzd";"iswvggz";"aantekeningingang";"aantekeningeinde";"zvbejegening";"zvverzorging";"zvverpleging";"zvbehandeling";"zvbegeleiding";"zvbescherming";"zvvochtvoedingmedicatie";"zvmedishcecontroles";"zvbeperkenbewegingsvrijheid";"zvinsluiten";"zvtoezicht";"zvonderzoekkledinglichaam";"zvonderzoekwoonruimte";;"zvbeperkeneigenleven";"zvbeperkenbezoek";"zvopnemen";"zvtijdelijkverblijf"
"Stichting Zorggroep Sint Maarten";62375644;"Stichting";"Postbus ";"244";;;"7570 AE";"Oldenzaal";"Nederland";;"Zorggroep Sint Maarten, locatie Molenkamp, kleinschalig wonen, 5 afdelingen";;;"Monnikstraat ";"33";;;"7571 CW";"Oldenzaal";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorgfederatie Oldenzaal";62375644;"Stichting";"Postbus ";"5004";;;"7570 GA";"Oldenzaal";"Nederland";;"Psychogeriatrische afdeling op de 1e verdieping van Scholtenhof";;;"Fonteinstraat ";"55";;;"7573 CG";"Oldenzaal";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorgfederatie Oldenzaal";62375644;"Stichting";"Postbus ";"5004";;;"7570 GA";"Oldenzaal";"Nederland";;"Psychogeriatrische afdeling op de 2e verdieping van Scholtenhof";;;"Fonteinstraat ";"55";;;"7573 CG";"Oldenzaal";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorgfederatie Oldenzaal";62375644;"Stichting";"Postbus ";"5004";;;"7570 GA";"Oldenzaal";"Nederland";;"Psychogeriatrische afdeling op de 3e verdieping van Scholtenhof";;;"Fonteinstraat ";"55";;;"7573 CG";"Oldenzaal";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorgfederatie Oldenzaal";62375644;"Stichting";"Postbus ";"5004";;;"7570 GA";"Oldenzaal";"Nederland";;"Psychogeriatrische afdeling op de 1e verdieping van Mariahof";;;"Beatrixstraat ";"64";;;"7573 AB";"Oldenzaal";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorgfederatie Oldenzaal";62375644;"Stichting";"Postbus ";"5004";;;"7570 GA";"Oldenzaal";"Nederland";;"Psychogeriatrische afdeling op de 2e verdieping van Mariahof";;;"Beatrixstraat ";"64";;;"7573 AB";"Oldenzaal";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Carinova Woonzorg";62375644;"Stichting";"Postbus ";"678";;;"7400 AR";"Deventer";"Nederland";;"Carinova Woonzorg het Averbergen, verpleegafdeling";;;"Het Averbergen ";"1";;;"8121 CA";"Olst";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Carinova Woonzorg";62375644;"Stichting";"Postbus ";"678";;;"7400 AR";"Deventer";"Nederland";;"Carinova Woonzorg St. Willibrord, verpleegunit";;;"Boskamp ";"21";;;"8121 CW";"Olst";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Zonnehuisgroep IJssel-Vecht";62375644;;"Postbus ";"30036";;;"8003 CA";"Zwolle";"Nederland";;"Verpleeghuis De Hoekstee";;;"Hessel Mulertstraat ";"20";;;"7731 CL";"Ommen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Saxenburgh Groep";62375644;;"Postbus ";"1";;;"7770 AA";"Hardenberg";"Nederland";;"Kleinschalige woonvorm 't Vlierhuis";;;"Haarsweg ";"105";;;"7731 HJ";"Ommen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting ZorgSaam Thuis- en Ouderenzorg";62375644;"Stichting";"Wielingenlaan ";"2";;;"4535 PA";"Terneuzen";"Nederland";;"Verpleeghuis De Stelle";;;"Veerhoeklaan ";"7";;;"4501 AE";"Oostburg";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Vilente";62375644;"Stichting";"Postbus ";"8256";;;"6710 AG";"Ede";"Nederland";;"Verblijfsvoorziening voor psychogeriatrische patiënten in Verzorgingshuis De Molenberg";;;"Molenberg ";"2";;;"6862 EZ";"Oosterbeek";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Icare";62375644;"Stichting";"Postbus ";"900";;;"7940 KE";"Meppel";"Nederland";;"Verpleegunit in Vegetarisch verzorgingshuis Felixoord";;;"Ommershoflaan ";"35";;;"6816 CH";"Oosterbeek";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Volckaert SBO Groep";62375644;"Stichting";"Postbus ";"10001";;;"5100 DA";"Dongen";"Nederland";;"Volckaert Buurstede, Afdeling Binnenhofje";;;"Buurstede ";"15";;;"4904 PX";"Oosterhout";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Volckaert SBO Groep";62375644;"Stichting";"Postbus ";"10001";;;"5100 DA";"Dongen";"Nederland";;"Volckaert Buurstede, Afdeling Heuvel";;;"Buurstede ";"15";;;"4904 PX";"Oosterhout";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Volckaert SBO Groep";62375644;"Stichting";"Postbus ";"10001";;;"5100 DA";"Dongen";"Nederland";;"Volckaert Buurstede, Afdeling Markt";;;"Buurstede ";"15";;;"4904 PX";"Oosterhout";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Volckaert SBO Groep";62375644;"Stichting";"Postbus ";"10001";;;"5100 DA";"Dongen";"Nederland";;"Volckaert Buurstede, Afdeling Arendsplein";;;"Buurstede ";"15";;;"4904 PX";"Oosterhout";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Volckaert SBO Groep";62375644;"Stichting";"Postbus ";"10001";;;"5100 DA";"Dongen";"Nederland";;"Volckaert Buurstede, Afdeling Schapendries";;;"Buurstede ";"15";;;"4904 PX";"Oosterhout";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting De Riethorst Stromenland";62375644;"Stichting";"Postbus ";"35";;;"4930 AA";"Geertruidenberg";"Nederland";;"De Riethorst Stromenland, tijdelijke woonvoorziening verpleegafdeling verpleeghuis De Riethorst";;;"Buurstede ";"17";;;"4904 PX";"Oosterhout";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Volckaert SBO Groep";62375644;"Stichting";"Postbus ";"10001";;;"5100 DA";"Dongen";"Nederland";;"Woonzorgcentrum Oosterheem, afdeling Lage Pad";;;"Aletta Jacobspad ";"1";;;"4901 NN";"Oosterhout";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting ZuidOostZorg";62375644;"Stichting";"Postbus ";"604";;;"9200 AP";"Drachten";"Nederland";;"ZuidOostZorg, locatie Stellinghaven Oosterwolde";;;"Schapekamp ";"1";;;"8431 HW";"Oosterwolde";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting De Zorgcirkel";62375644;"Stichting";"Postbus ";"655";;;"1440 AR";"Purmerend";"Nederland";;"De Notaris";;;"Raadhuisstraat ";"8";;;"1447 HE";"Oosthuizen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Voor Regionale Zorgverlening";62375644;"Stichting";"Postbus ";"100";;;"4330 AC";"Middelburg";"Nederland";;"Groepswoning psychogeriatrie";;;"Egelantier ";"11";;;"4356 JS";"Oostkapelle";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Voor Regionale Zorgverlening";62375644;"Stichting";"Postbus ";"100";;;"4330 AC";"Middelburg";"Nederland";;"Groepswoning psychogeriatrie";;;"Egelantier ";"25";;;"4356 JS";"Oostkapelle";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Voor Regionale Zorgverlening";62375644;"Stichting";"Postbus ";"100";;;"4330 AC";"Middelburg";"Nederland";;"Groepswoning SVRZ";;;"Ambachtsveld ";"27";;;"4388 AV";"Oost-Souburg";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Voor Regionale Zorgverlening";62375644;"Stichting";"Postbus ";"100";;;"4330 AC";"Middelburg";"Nederland";;"Groepswoning SVRZ";;;"Ambachtsveld ";"29";;;"4388 AV";"Oost-Souburg";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Voor Regionale Zorgverlening";62375644;"Stichting";"Postbus ";"100";;;"4330 AC";"Middelburg";"Nederland";;"Groepswoning SVRZ";;;"Ambachtsveld ";"31";;;"4388 AV";"Oost-Souburg";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Voor Regionale Zorgverlening";62375644;"Stichting";"Postbus ";"100";;;"4330 AC";"Middelburg";"Nederland";;"Groepswoning SVRZ";;;"Ambachtsveld ";"33";;;"4388 AV";"Oost-Souburg";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"Pension 't Hart";;;"Patrijzenlaan ";"170";;;"3233 BR";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"Pension 't Hart";;;"Patrijzenlaan ";"172";;;"3233 BR";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"Pension 't Hart";;;"Patrijzenlaan ";"174";;;"3233 BR";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"Pension 't Hart";;;"Patrijzenlaan ";"176";;;"3233 BR";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"Pension 't Hart";;;"Patrijzenlaan ";"178";;;"3233 BR";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"Pension 't Hart";;;"Patrijzenlaan ";"180";;;"3233 BR";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"Pension 't Hart";;;"Patrijzenlaan ";"182";;;"3233 BR";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"Pension 't Hart";;;"Patrijzenlaan ";"184";;;"3233 BR";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"Pension 't Hart";;;"Patrijzenlaan ";"186";;;"3233 BR";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"Pension 't Hart";;;"Patrijzenlaan ";"188";;;"3233 BR";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"Pension 't Hart";;;"Patrijzenlaan ";"190";;;"3233 BR";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Catharina Stichting";62375644;"Stichting";"Postbus ";"170";;;"3230 AD";"Brielle";"Nederland";;"De Bollaarshoeve";;;"Bollaarsdijk ";"1";;;"3233 LB";"Oostvoorne";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Evean Zorg";62375644;"Stichting";"Postbus ";"68";;;"1440 AB";"Purmerend";"Nederland";;"Verpleegafdeling (vier kleinschalige woningen) in Evean Lishof";;;"Lisweg ";"255";;;"1511 XN";"Oostzaan";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorggroep Sint Maarten";62375644;"Stichting";"Postbus ";"244";;;"7570 AE";"Oldenzaal";"Nederland";;"Zorggroep Sint Maarten, locatie Franciscus, kleinschalig wonen, 2 afdelingen";;;"De Meierij ";"1";;;"7631 AM";"Ootmarsum";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Brabant Zorg";62375644;"Stichting";"Postbus ";"176";;;"5340 AD";"Oss";"Nederland";;"Psychogeriatrische afdeling in Dienstencentrum De Ruwaard";;;"Ministerhof ";"1";;;"5344 BT";"Oss";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Brabant Zorg";62375644;"Stichting";"Postbus ";"176";;;"5340 AD";"Oss";"Nederland";;"Dienstencentrum Katwijk";;;"Kruisstraat ";"55";;;"5341 HB";"Oss";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Brabant Zorg";62375644;"Stichting";"Postbus ";"176";;;"5340 AD";"Oss";"Nederland";;"Verpleeghuis De Wellen";;;"Driek van Erpstraat ";"2";;;"5341 AL";"Oss";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Brabant Zorg";62375644;"Stichting";"Postbus ";"176";;;"5340 AD";"Oss";"Nederland";;"Twee kleinschalige wooneenheden in verpleeghuis De Wellen";;;"Driek van Erpstraat ";"2";;;"5341 AL";"Oss";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Brabant Zorg";62375644;"Stichting";"Postbus ";"176";;;"5340 AD";"Oss";"Nederland";;"Twee kleinschalige wooneenheden (woning 8 en woning 4) in verpleeghuis De Wellen";;;"Driek van Erpstraat ";"2";;;"5341 AL";"Oss";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Brabant Zorg";62375644;"Stichting";"Postbus ";"176";;;"5340 AD";"Oss";"Nederland";;"Locatie Corte Foort";;;"Gezondheidslaan ";"61";;;"5342 JW";"Oss";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting tanteLouise";62375644;"Stichting";"Postbus ";"73";;;"4600 AB";"Bergen Op Zoom";"Nederland";;"Verpleeghuis Mariahove";;;"Gert Mullerplein ";"1";;;"4641 TL";"Ossendrecht";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting WarmThuis";62375644;"Stichting";"Noordschermerdijk ";"5";;;"1842 EL";"Oterleek";"Nederland";;"WarmThuis, locatie De Hulst";;;"Noordschermerdijk ";"5";;;"1842 EL";"Oterleek";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorgwaard";62375644;"Stichting";"Postbus ";"5609";;;"3297 ZG";"Puttershoek";"Nederland";;"Vijf groepswoningen psychogeriatrie in locatie Rembrandt";;;"Rembrandtplein ";"1";;;"3262 HW";"Oud-Beijerland";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorgwaard";62375644;"Stichting";"Postbus ";"5609";;;"3297 ZG";"Puttershoek";"Nederland";;"Gravin Sophie (zeven groepswoningen)";;;"Gravinnelaan ";"5";;;"3261 AV";"Oud-Beijerland";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Alerimus";62375644;"Stichting";"Postbus ";"7332";;;"3280 AC";"Numansdorp";"Nederland";;"Verpleegafdeling in De Open Waard";;;"Zoomwijckplein ";"11";;;"3262 DA";"Oud-Beijerland";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorg en Verpleging Goeree-Overflakkee, CuraMare";62375644;"Stichting";"Postbus ";"153";;;"3240 AD";"Middelharnis";"Nederland";;"Zeven woongroepen in De Vliedberg";;;"Hoge Pad ";"2";;;"3253 BJ";"Ouddorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Groenhuysen";62375644;"Stichting";"Postbus ";"1596";;;"4700 BN";"Roosendaal";"Nederland";;"Centrum voor Wonen en Zorg Oostkwartier";;;"Chirurgijnslaan ";"1";;;"4731 ZA";"Oudenbosch";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Zonnehuisgroep Amstelland";62375644;;"Postbus ";"567";;;"1180 AN";"Amstelveen";"Nederland";;"Zonnehuis Theresia, 3 etages";;;"Theresiastraat ";"312";;;"1191 JT";"Ouderkerk Aan De Amstel";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorgpartners Midden-Holland";62375644;"Stichting";"Postbus ";"737";;;"2800 AS";"Gouda";"Nederland";;"Verpleegunit in Zorgcentrum Geerestein";;;"Burgmeester Neetsstraat ";"6";;;"2935 BB";"Ouderkerk Aan De Ijssel";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorg en Verpleging Goeree-Overflakkee, CuraMare";62375644;"Stichting";"Postbus ";"153";;;"3240 AD";"Middelharnis";"Nederland";;"Verpleegafdeling (7 woongroepen) in Woonzorgcentrum Ebbe en Vloed";;;"t Getij ";"3";;;"3255 TG";"Oude Tonge";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Ouderenzorg Oudewater, Woon- en zorgcentrum De Wulverhorst";62375644;"Stichting";"Postbus ";"27";;;"3420 DA";"Oudewater";"Nederland";;"Vier groepen kleinschalig wonen in Woon- en zorgcentrum De Wulverhorst";;;"Prins Bernhardstraat ";"2";;;"3421 JD";"Oudewater";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting WIJdezorg";62375644;"Stichting";"Postbus ";"66";;;"2380 AB";"Zoeterwoude";"Nederland";;"Zorgcentrum Jacobus";;;"Saskia van Uijlenburch ";"1";;;"2377 CR";"Oude Wetering";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Magenta Zorg";62375644;"Stichting";"Postbus ";"240";;;"1700 AE";"Heerhugowaard";"Nederland";;"Verpleeghuis Lauwershof";;;"Jupiterstraat ";"10";;;"1829 CA";"Oudorp";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Malderburch, Centrum voor Welzijn, Wonen en Zorg";62375644;"Stichting";"Broekkant ";"16";;;"6581 AE";"Malden";"Nederland";;"Twee woongroepen Malderburch in Buurderij de Lage Hof";;;"Kasteelsestraat ";"5";;;"6611 KA";"Overasselt";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorggroep Sint Maarten";62375644;"Stichting";"Postbus ";"244";;;"7570 AE";"Oldenzaal";"Nederland";;"Zorggroep Sint Maarten, locatie Tiekerhook, kleinschalig wonen, 3 afdelingen";;;"Schaepmanstraat ";"1";;;"7586 EX";"Overdinkel";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorgcentra Pantein";62375644;"Stichting";"Postbus ";"288";;;"5830 AG";"Boxmeer";"Nederland";;"Verpleegunit in zorgcentrum Huize Loon";;;"Engelseweg ";"2";;;"5825 BT";"Overloon";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Sint Jacob";62375644;"Stichting";"Richard Holkade ";"32";;;"2033 PZ";"Haarlem";"Nederland";;"Psychogeriatrische afdeling in zorgcentrum Oldenhove";;;"Dompvloedslaan ";"1";;;"2051 NA";"Overveen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Pro Senectute";62375644;"Stichting";"Cronenburg ";"75";;;"1081 GM";"Amsterdam";"Nederland";;"Tijdelijke huisvesting van Wildhoef in locatie Oldenhove";;;"Dompvloedslaan ";"1";;;"2051 NA";"Overveen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Voor Regionale Zorgverlening";62375644;"Stichting";"Postbus ";"100";;;"4330 AC";"Middelburg";"Nederland";;"Groepswoning in woonzorgcomplex NieuwSande";;;"Mr. dr. Messtraat ";"2";;;"4441 AW";"Ovezande";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Voor Regionale Zorgverlening";62375644;"Stichting";"Postbus ";"100";;;"4330 AC";"Middelburg";"Nederland";;"Groepswoning in woonzorgcomplex NieuwSande";;;"Mr. dr. Messtraat ";"6";;;"4441 AW";"Ovezande";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Liemerije";62375644;"Stichting";"Postbus ";"12";;;"6900 AA";"Zevenaar";"Nederland";;"Verpleegunit Heukelumshof in Woonzorgcentrum De Pannerd, onder verantwoordelijkheid van Liemerije";;;"Schoolstraat ";"41";;;"6911 AX";"Pannerden";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorgcentrum Vincent Depaul";62375644;"Stichting";"Schoolstraat ";"15";;;"5981 AH";"Panningen";"Nederland";;"Verpleegafdeling in kloosterverzorgingshuis Vincent Depaul";;;"Schoolstraat ";"15";;;"5981 AH";"Panningen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"De Zorggroep Noord- en Midden-Limburg";62375644;;"Postbus ";"694";;;"5900 AR";"Venlo";"Nederland";;"Verpleegafdeling (5 groepswoningen) in Piushof";;;"Piushof ";"85";;;"5981 VW";"Panningen";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Rivas Zorggroep";62375644;;"Postbus ";"90";;;"4200 AB";"Gorinchem";"Nederland";;"Verpleeghuis-dependance De Wieken";;;"Noordhoek ";"20";;;"3351 LE";"Papendrecht";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Rivas Zorggroep";62375644;;"Postbus ";"90";;;"4200 AB";"Gorinchem";"Nederland";;"De Waalburcht";;;"Kleine Waal ";"6";;;"3353 BT";"Papendrecht";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorginstellingen Pieter van Foreest";62375644;"Stichting";"Postbus ";"118";;;"2600 AC";"Delft";"Nederland";;"Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Watersnip";;;"Floralaan ";"24";;;"2643 HA";"Pijnacker";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorginstellingen Pieter van Foreest";62375644;"Stichting";"Postbus ";"118";;;"2600 AC";"Delft";"Nederland";;"Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Watersnip";;;"Floralaan ";"40";;;"2643 HA";"Pijnacker";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorginstellingen Pieter van Foreest";62375644;"Stichting";"Postbus ";"118";;;"2600 AC";"Delft";"Nederland";;"Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Watersnip";;;"Floralaan ";"50";;;"2643 HA";"Pijnacker";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorginstellingen Pieter van Foreest";62375644;"Stichting";"Postbus ";"118";;;"2600 AC";"Delft";"Nederland";;"Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Watersnip";;;"Floralaan ";"60";;;"2643 HA";"Pijnacker";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorginstellingen Pieter van Foreest";62375644;"Stichting";"Postbus ";"118";;;"2600 AC";"Delft";"Nederland";;"Stichting Zorginstellingen Peter van Foreest, locatie Weidevogelhof, gebouw Kwartel";;;"Floralaan ";"114";;;"2643 HD";"Pijnacker";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorginstellingen Pieter van Foreest";62375644;"Stichting";"Postbus ";"118";;;"2600 AC";"Delft";"Nederland";;"Stichting Zorginstellingen Peter van Foreest, locatie Weidevogelhof, gebouw Kwartel";;;"Floralaan ";"132";;;"2643 HD";"Pijnacker";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorginstellingen Pieter van Foreest";62375644;"Stichting";"Postbus ";"118";;;"2600 AC";"Delft";"Nederland";;"Stichting Zorginstellingen Peter van Foreest, locatie Weidevogelhof, gebouw Kwartel";;;"Floralaan ";"150";;;"2643 HD";"Pijnacker";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorginstellingen Pieter van Foreest";62375644;"Stichting";"Postbus ";"118";;;"2600 AC";"Delft";"Nederland";;"Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Wulp";;;"Floralaan ";"228";;;"2643 HE";"Pijnacker";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorginstellingen Pieter van Foreest";62375644;"Stichting";"Postbus ";"118";;;"2600 AC";"Delft";"Nederland";;"Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Wulp";;;"Floralaan ";"256";;;"2643 HE";"Pijnacker";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
"Stichting Zorginstellingen Pieter van Foreest";62375644;"Stichting";"Postbus ";"118";;;"2600 AC";"Delft";"Nederland";;"Stichting Zorginstellingen Pieter van Foreest, locatie Weidevogelhof, gebouw Wulp";;;"Floralaan ";"274";;;"2643 HE";"Pijnacker";"Nederland";;"ja ";"ja";;Nov 1, 19;;;;;;;;;;;;;;;;;;;
